customerkey,cohort_year,total_orders,net_revenue,first_purchase_date,last_purchase_date,days_since_last_purchase,churn_status,avg_order_value
1805115,2018,2,2471.28,2018-12-31,2022-12-16,491,Churned,1235.64
1839291,2018,2,2471.05,2018-04-26,2022-04-21,730,Churned,1235.53
2044589,2018,1,2470.73,2018-10-25,2018-10-25,2004,Churned,2470.73
1993556,2021,2,2470.47,2021-11-24,2023-06-08,317,Churned,1235.24
885315,2018,2,2470.27,2018-01-27,2022-01-07,834,Churned,1235.14
400995,2022,1,2469.80,2022-11-12,2022-11-12,525,Churned,2469.80
479387,2017,3,2469.65,2017-12-16,2023-08-12,252,Churned,823.22
1845151,2019,2,2469.56,2019-08-10,2020-01-25,1547,Churned,1234.78
1895170,2021,2,2469.46,2021-07-22,2021-12-21,851,Churned,1234.73
977287,2017,1,2469.43,2017-05-31,2017-05-31,2516,Churned,2469.43
702580,2015,3,2469.20,2015-12-01,2023-12-29,113,At Risk,823.07
413815,2022,2,2468.64,2022-12-10,2023-08-05,259,Churned,1234.32
808909,2019,1,2468.48,2019-02-22,2019-02-22,1884,Churned,2468.48
1685790,2022,1,2468.22,2022-08-11,2022-08-11,618,Churned,2468.22
1917793,2019,1,2468.00,2019-01-08,2019-01-08,1929,Churned,2468.00
165016,2023,1,2467.72,2023-02-24,2023-02-24,421,Churned,2467.72
1956601,2016,2,2467.51,2016-11-08,2019-12-28,1575,Churned,1233.76
269969,2022,2,2466.94,2022-02-19,2022-10-03,565,Churned,1233.47
1432197,2018,2,2466.88,2018-11-24,2023-09-13,220,Churned,1233.44
1406474,2022,2,2466.79,2022-05-24,2022-12-17,490,Churned,1233.40
1207605,2023,1,2466.61,2023-06-15,2023-06-15,310,Churned,2466.61
2008527,2019,2,2466.59,2019-04-20,2023-09-18,215,Churned,1233.30
1880404,2016,1,2466.58,2016-02-10,2016-02-10,2992,Churned,2466.58
21551,2018,1,2466.48,2018-03-26,2018-03-26,2217,Churned,2466.48
1417689,2022,1,2466.43,2022-02-07,2022-02-07,803,Churned,2466.43
198166,2023,1,2466.27,2023-02-04,2023-02-04,441,Churned,2466.27
1845052,2022,1,2466.23,2022-01-20,2022-01-20,821,Churned,2466.23
1256898,2023,2,2465.85,2023-02-28,2023-09-25,208,Churned,1232.93
1885313,2016,2,2465.54,2016-02-20,2023-08-01,263,Churned,1232.77
912517,2021,2,2465.19,2021-03-03,2024-02-22,58,Active,1232.60
479528,2019,3,2464.50,2019-07-16,2024-03-16,35,Active,821.50
1239919,2016,3,2464.27,2016-05-31,2024-01-25,86,Active,821.42
1991185,2021,3,2464.11,2021-12-25,2022-09-10,588,Churned,821.37
1053842,2019,1,2463.88,2019-12-05,2019-12-05,1598,Churned,2463.88
590385,2020,2,2463.77,2020-05-07,2021-12-16,856,Churned,1231.89
596115,2022,1,2463.49,2022-11-09,2022-11-09,528,Churned,2463.49
1525912,2020,2,2463.44,2020-01-01,2022-06-04,686,Churned,1231.72
1229001,2018,2,2463.40,2018-12-26,2019-08-14,1711,Churned,1231.70
1152363,2023,2,2463.12,2023-07-22,2024-01-10,101,At Risk,1231.56
1498938,2016,2,2462.69,2016-08-17,2023-02-11,434,Churned,1231.35
634762,2018,2,2462.61,2018-09-12,2023-11-22,150,At Risk,1231.31
2035095,2017,2,2462.01,2017-05-09,2023-01-14,462,Churned,1231.01
1677815,2018,1,2461.79,2018-09-20,2018-09-20,2039,Churned,2461.79
1073557,2017,1,2461.67,2017-07-01,2017-07-01,2485,Churned,2461.67
1395842,2019,1,2461.28,2019-01-13,2019-01-13,1924,Churned,2461.28
1345160,2020,3,2461.13,2020-03-19,2024-02-15,65,Active,820.38
214503,2015,2,2460.91,2015-01-31,2023-06-28,297,Churned,1230.46
568991,2022,2,2460.65,2022-06-09,2022-11-14,523,Churned,1230.33
556089,2021,2,2460.62,2021-07-01,2024-02-08,72,Active,1230.31
1138490,2019,1,2460.11,2019-07-16,2019-07-16,1740,Churned,2460.11
2036334,2019,3,2459.89,2019-01-29,2022-11-08,529,Churned,819.96
892309,2019,1,2459.84,2019-11-09,2019-11-09,1624,Churned,2459.84
2013846,2017,2,2459.63,2017-12-29,2019-12-11,1592,Churned,1229.82
1789787,2022,2,2459.49,2022-02-27,2023-06-08,317,Churned,1229.75
1771469,2016,3,2458.74,2016-10-15,2022-09-17,581,Churned,819.58
199131,2019,2,2458.63,2019-12-25,2022-11-03,534,Churned,1229.32
1389943,2022,2,2458.34,2022-05-05,2022-07-04,656,Churned,1229.17
1948358,2020,1,2458.22,2020-12-12,2020-12-12,1225,Churned,2458.22
734001,2016,1,2458.11,2016-05-28,2016-05-28,2884,Churned,2458.11
141956,2016,1,2457.74,2016-12-17,2016-12-17,2681,Churned,2457.74
731123,2017,1,2457.68,2017-04-24,2017-04-24,2553,Churned,2457.68
2004289,2018,2,2457.63,2018-08-15,2020-01-29,1543,Churned,1228.82
1613241,2018,1,2457.54,2018-09-04,2018-09-04,2055,Churned,2457.54
471166,2018,2,2457.48,2018-03-08,2019-03-06,1872,Churned,1228.74
356626,2018,3,2457.32,2018-03-02,2024-03-17,34,Active,819.11
2082758,2019,3,2457.21,2019-04-27,2022-06-19,671,Churned,819.07
1807381,2020,2,2456.70,2020-10-03,2024-03-06,45,Active,1228.35
995254,2019,2,2456.60,2019-09-23,2021-10-27,906,Churned,1228.30
126539,2022,1,2456.51,2022-01-28,2022-01-28,813,Churned,2456.51
1303259,2020,2,2456.50,2020-05-14,2022-03-24,758,Churned,1228.25
1266017,2018,2,2456.35,2018-12-15,2021-11-20,882,Churned,1228.18
1987906,2023,1,2455.20,2023-06-24,2023-06-24,301,Churned,2455.20
208109,2022,2,2455.12,2022-12-04,2024-02-13,67,Active,1227.56
1640133,2019,3,2455.02,2019-02-16,2023-09-18,215,Churned,818.34
373372,2021,3,2455.00,2021-01-12,2021-10-23,910,Churned,818.33
2054689,2020,4,2454.93,2020-02-12,2023-11-04,168,At Risk,613.73
830746,2023,1,2454.88,2023-05-19,2023-05-19,337,Churned,2454.88
156533,2019,2,2454.54,2019-08-03,2023-02-20,425,Churned,1227.27
1285728,2022,1,2454.45,2022-04-20,2022-04-20,731,Churned,2454.45
638642,2023,1,2454.32,2023-02-18,2023-02-18,427,Churned,2454.32
102825,2022,2,2454.30,2022-01-04,2022-11-21,516,Churned,1227.15
1951807,2018,2,2454.26,2018-10-01,2020-04-20,1461,Churned,1227.13
1668285,2017,2,2454.00,2017-08-17,2019-11-12,1621,Churned,1227.00
1653949,2021,1,2453.85,2021-08-26,2021-08-26,968,Churned,2453.85
1365789,2018,2,2453.51,2018-11-26,2022-02-12,798,Churned,1226.76
1243342,2023,1,2453.36,2023-02-25,2023-02-25,420,Churned,2453.36
230242,2021,1,2453.23,2021-01-29,2021-01-29,1177,Churned,2453.23
986288,2019,1,2452.63,2019-09-05,2019-09-05,1689,Churned,2452.63
1318876,2015,3,2452.50,2015-08-18,2022-05-05,716,Churned,817.50
1517766,2021,1,2451.98,2021-08-21,2021-08-21,973,Churned,2451.98
1107391,2022,1,2451.97,2022-09-28,2022-09-28,570,Churned,2451.97
585368,2020,1,2451.96,2020-07-21,2020-07-21,1369,Churned,2451.96
1700194,2015,2,2451.89,2015-12-19,2018-12-08,1960,Churned,1225.95
1921344,2022,3,2451.79,2022-08-24,2023-11-29,143,At Risk,817.26
1154212,2018,1,2451.68,2018-01-20,2018-01-20,2282,Churned,2451.68
1456294,2021,3,2451.59,2021-09-23,2023-05-31,325,Churned,817.20
711547,2023,1,2451.33,2023-07-18,2023-07-18,277,Churned,2451.33
2016432,2017,2,2451.03,2017-06-17,2017-11-29,2334,Churned,1225.52
862834,2021,2,2449.94,2021-12-29,2023-06-29,296,Churned,1224.97
381196,2021,1,2449.84,2021-10-09,2021-10-09,924,Churned,2449.84
770623,2018,1,2449.61,2018-08-09,2018-08-09,2081,Churned,2449.61
92227,2023,1,2449.37,2023-02-01,2023-02-01,444,Churned,2449.37
1345334,2018,3,2449.22,2018-12-31,2021-12-29,843,Churned,816.41
366552,2022,2,2449.21,2022-06-09,2022-12-06,501,Churned,1224.61
37618,2023,1,2449.15,2023-08-12,2023-08-12,252,Churned,2449.15
426983,2017,3,2449.14,2017-02-16,2023-02-22,423,Churned,816.38
644185,2020,2,2449.09,2020-01-02,2022-10-18,550,Churned,1224.55
391002,2019,1,2449.01,2019-07-20,2019-07-20,1736,Churned,2449.01
432717,2017,1,2448.96,2017-11-16,2017-11-16,2347,Churned,2448.96
947840,2022,1,2448.95,2022-09-27,2022-09-27,571,Churned,2448.95
1382742,2023,1,2448.95,2023-10-03,2023-10-03,200,Churned,2448.95
1488457,2022,2,2448.89,2022-04-23,2022-08-19,610,Churned,1224.45
1340594,2016,1,2448.88,2016-12-08,2016-12-08,2690,Churned,2448.88
1083777,2022,2,2448.69,2022-05-11,2022-06-04,686,Churned,1224.35
1386829,2020,1,2448.46,2020-12-23,2020-12-23,1214,Churned,2448.46
1404670,2022,2,2448.43,2022-08-24,2024-01-27,84,Active,1224.22
164042,2022,1,2448.20,2022-11-25,2022-11-25,512,Churned,2448.20
219183,2016,2,2447.92,2016-09-20,2020-01-10,1562,Churned,1223.96
313871,2022,3,2447.92,2022-11-08,2023-10-07,196,Churned,815.97
1750469,2022,1,2447.69,2022-01-20,2022-01-20,821,Churned,2447.69
1965164,2016,1,2447.63,2016-11-30,2016-11-30,2698,Churned,2447.63
1095766,2020,1,2447.51,2020-02-26,2020-02-26,1515,Churned,2447.51
322579,2023,1,2447.23,2023-07-12,2023-07-12,283,Churned,2447.23
1522433,2018,3,2446.53,2018-03-27,2024-01-18,93,At Risk,815.51
10887,2018,1,2446.43,2018-07-13,2018-07-13,2108,Churned,2446.43
1084339,2021,3,2446.33,2021-09-14,2022-09-27,571,Churned,815.44
591045,2022,3,2446.29,2022-10-08,2024-03-04,47,Active,815.43
405988,2016,1,2446.03,2016-01-21,2016-01-21,3012,Churned,2446.03
284373,2019,1,2445.80,2019-08-19,2019-08-19,1706,Churned,2445.80
1117125,2016,1,2445.75,2016-06-06,2016-06-06,2875,Churned,2445.75
1077991,2022,1,2445.71,2022-02-17,2022-02-17,793,Churned,2445.71
349773,2017,2,2445.61,2017-11-08,2024-01-27,84,Active,1222.81
467443,2023,1,2445.50,2023-02-16,2023-02-16,429,Churned,2445.50
1106060,2018,1,2445.31,2018-12-29,2018-12-29,1939,Churned,2445.31
587066,2021,3,2445.10,2021-02-20,2023-06-07,318,Churned,815.03
489687,2016,1,2445.03,2016-06-03,2016-06-03,2878,Churned,2445.03
1992811,2018,2,2444.93,2018-05-05,2019-04-20,1827,Churned,1222.47
910875,2018,2,2444.56,2018-06-23,2022-01-29,812,Churned,1222.28
371894,2018,3,2444.42,2018-02-12,2023-01-11,465,Churned,814.81
1303006,2016,2,2444.41,2016-05-04,2022-07-01,659,Churned,1222.21
579860,2022,2,2444.32,2022-08-11,2024-01-08,103,At Risk,1222.16
1625125,2021,1,2443.99,2021-06-16,2021-06-16,1039,Churned,2443.99
1985213,2018,2,2443.87,2018-12-11,2019-05-04,1813,Churned,1221.94
1973284,2018,3,2443.53,2018-07-03,2023-07-11,284,Churned,814.51
192967,2022,1,2443.32,2022-02-19,2022-02-19,791,Churned,2443.32
1639701,2020,1,2443.27,2020-01-11,2020-01-11,1561,Churned,2443.27
118146,2019,1,2443.16,2019-01-26,2019-01-26,1911,Churned,2443.16
1231914,2021,3,2443.13,2021-10-16,2023-04-19,367,Churned,814.38
1390976,2023,2,2443.13,2023-02-23,2023-09-22,211,Churned,1221.57
1437331,2023,2,2443.02,2023-02-22,2023-12-14,128,At Risk,1221.51
2002989,2018,6,2442.99,2018-08-30,2023-12-09,133,At Risk,407.17
1166282,2021,2,2442.99,2021-12-11,2022-10-11,557,Churned,1221.50
445147,2022,1,2442.82,2022-01-08,2022-01-08,833,Churned,2442.82
1357822,2022,1,2442.50,2022-11-24,2022-11-24,513,Churned,2442.50
1524447,2019,1,2442.43,2019-10-09,2019-10-09,1655,Churned,2442.43
2031683,2018,1,2442.10,2018-07-14,2018-07-14,2107,Churned,2442.10
1564642,2019,2,2441.96,2019-08-08,2022-03-31,751,Churned,1220.98
1347074,2022,1,2441.88,2022-10-14,2022-10-14,554,Churned,2441.88
870748,2019,1,2441.49,2019-02-13,2019-02-13,1893,Churned,2441.49
491445,2017,1,2441.40,2017-11-18,2017-11-18,2345,Churned,2441.40
1027972,2022,2,2441.39,2022-08-12,2023-01-02,474,Churned,1220.70
461453,2023,1,2441.21,2023-08-21,2023-08-21,243,Churned,2441.21
241415,2022,3,2441.10,2022-01-27,2023-02-18,427,Churned,813.70
1260319,2018,1,2440.77,2018-12-03,2018-12-03,1965,Churned,2440.77
2093263,2022,1,2440.68,2022-09-26,2022-09-26,572,Churned,2440.68
386053,2020,2,2440.64,2020-10-23,2021-08-10,984,Churned,1220.32
882536,2021,1,2440.63,2021-09-08,2021-09-08,955,Churned,2440.63
335998,2023,2,2440.58,2023-01-16,2023-09-20,213,Churned,1220.29
2040122,2023,1,2440.43,2023-03-03,2023-03-03,414,Churned,2440.43
705395,2017,2,2440.37,2017-01-17,2018-06-12,2139,Churned,1220.19
563583,2022,2,2440.36,2022-11-15,2023-12-12,130,At Risk,1220.18
1195367,2017,2,2440.23,2017-02-01,2022-06-10,680,Churned,1220.12
1150230,2022,1,2440.11,2022-01-04,2022-01-04,837,Churned,2440.11
1865817,2022,1,2439.78,2022-10-11,2022-10-11,557,Churned,2439.78
2004239,2016,2,2439.76,2016-11-21,2019-06-20,1766,Churned,1219.88
1297823,2019,2,2439.51,2019-01-04,2023-11-30,142,At Risk,1219.76
1486986,2022,1,2439.51,2022-08-27,2022-08-27,602,Churned,2439.51
307870,2022,1,2439.28,2022-10-15,2022-10-15,553,Churned,2439.28
650579,2017,2,2439.16,2017-01-25,2023-06-22,303,Churned,1219.58
1805914,2022,2,2438.65,2022-01-26,2022-12-16,491,Churned,1219.33
437537,2020,1,2438.46,2020-02-28,2020-02-28,1513,Churned,2438.46
589254,2021,1,2438.34,2021-05-19,2021-05-19,1067,Churned,2438.34
549282,2019,2,2438.30,2019-12-26,2023-02-22,423,Churned,1219.15
1585025,2018,2,2438.10,2018-03-01,2021-09-18,945,Churned,1219.05
1091332,2022,1,2438.08,2022-12-24,2022-12-24,483,Churned,2438.08
976272,2023,1,2437.91,2023-06-07,2023-06-07,318,Churned,2437.91
1559887,2021,4,2437.90,2021-12-28,2024-01-06,105,At Risk,609.48
1460248,2019,3,2437.61,2019-09-07,2024-03-02,49,Active,812.54
786420,2023,2,2437.44,2023-08-10,2023-08-17,247,Churned,1218.72
942957,2019,2,2437.35,2019-02-16,2022-08-23,606,Churned,1218.68
1880861,2023,1,2436.99,2023-06-28,2023-06-28,297,Churned,2436.99
1003127,2017,3,2436.93,2017-01-02,2023-06-30,295,Churned,812.31
1227178,2016,2,2436.80,2016-06-22,2023-06-15,310,Churned,1218.40
1715282,2022,1,2436.74,2022-02-22,2022-02-22,788,Churned,2436.74
1043768,2023,1,2436.56,2023-06-30,2023-06-30,295,Churned,2436.56
2007458,2017,2,2435.94,2017-10-14,2023-02-04,441,Churned,1217.97
1704762,2018,4,2435.93,2018-12-18,2022-06-15,675,Churned,608.98
1244359,2023,1,2435.82,2023-06-08,2023-06-08,317,Churned,2435.82
595089,2018,3,2435.28,2018-07-07,2023-01-20,456,Churned,811.76
1265975,2022,2,2435.28,2022-02-15,2022-12-10,497,Churned,1217.64
415648,2022,2,2434.97,2022-02-03,2023-06-12,313,Churned,1217.49
1698754,2022,1,2434.91,2022-06-04,2022-06-04,686,Churned,2434.91
733889,2018,2,2434.85,2018-02-28,2018-10-17,2012,Churned,1217.43
230925,2022,1,2434.84,2022-06-04,2022-06-04,686,Churned,2434.84
870278,2018,1,2434.74,2018-12-06,2018-12-06,1962,Churned,2434.74
896664,2023,1,2434.72,2023-03-18,2023-03-18,399,Churned,2434.72
350681,2021,1,2434.39,2021-06-19,2021-06-19,1036,Churned,2434.39
303953,2022,1,2434.39,2022-10-08,2022-10-08,560,Churned,2434.39
1277249,2023,1,2434.39,2023-05-26,2023-05-26,330,Churned,2434.39
857171,2021,1,2434.13,2021-05-20,2021-05-20,1066,Churned,2434.13
1305571,2015,2,2433.96,2015-02-05,2022-06-10,680,Churned,1216.98
1786696,2016,2,2433.94,2016-04-13,2018-08-29,2061,Churned,1216.97
627329,2023,1,2433.93,2023-02-12,2023-02-12,433,Churned,2433.93
403275,2019,3,2433.55,2019-08-03,2023-07-27,268,Churned,811.18
285556,2022,1,2433.41,2022-01-07,2022-01-07,834,Churned,2433.41
1718290,2022,2,2433.41,2022-09-16,2023-06-24,301,Churned,1216.71
1272469,2022,1,2433.39,2022-01-03,2022-01-03,838,Churned,2433.39
308054,2023,1,2432.92,2023-01-16,2023-01-16,460,Churned,2432.92
309620,2022,1,2432.78,2022-11-19,2022-11-19,518,Churned,2432.78
258691,2018,2,2432.44,2018-08-02,2024-02-13,67,Active,1216.22
777665,2018,2,2432.36,2018-05-18,2021-11-17,885,Churned,1216.18
72325,2022,1,2432.25,2022-03-19,2022-03-19,763,Churned,2432.25
518937,2022,2,2432.16,2022-06-11,2023-06-05,320,Churned,1216.08
570529,2023,2,2432.15,2023-05-03,2023-08-06,258,Churned,1216.08
1464644,2018,1,2432.00,2018-02-16,2018-02-16,2255,Churned,2432.00
2071911,2020,2,2431.88,2020-05-30,2022-12-16,491,Churned,1215.94
1720178,2017,2,2431.53,2017-03-04,2024-03-08,43,Active,1215.77
1857002,2019,2,2431.52,2019-08-31,2021-12-03,869,Churned,1215.76
1369540,2018,2,2431.38,2018-08-15,2019-05-13,1804,Churned,1215.69
1959558,2018,1,2430.84,2018-08-31,2018-08-31,2059,Churned,2430.84
1909442,2017,4,2430.77,2017-12-02,2023-05-13,343,Churned,607.69
15630,2017,2,2430.75,2017-10-09,2022-07-21,639,Churned,1215.38
1340825,2022,1,2430.72,2022-12-17,2022-12-17,490,Churned,2430.72
342999,2018,1,2430.58,2018-06-01,2018-06-01,2150,Churned,2430.58
1205740,2019,2,2430.56,2019-09-26,2023-08-19,245,Churned,1215.28
1250767,2023,1,2430.29,2023-10-02,2023-10-02,201,Churned,2430.29
1763940,2018,1,2430.00,2018-08-02,2018-08-02,2088,Churned,2430.00
1646447,2018,3,2429.93,2018-12-29,2023-01-19,457,Churned,809.98
66700,2023,2,2429.88,2023-01-23,2023-12-07,135,At Risk,1214.94
218967,2023,1,2429.83,2023-03-02,2023-03-02,415,Churned,2429.83
997631,2015,1,2429.66,2015-05-16,2015-05-16,3262,Churned,2429.66
301638,2016,2,2429.61,2016-12-31,2021-09-25,938,Churned,1214.81
693759,2022,2,2429.35,2022-12-13,2023-11-25,147,At Risk,1214.68
256079,2022,2,2428.76,2022-05-25,2023-12-08,134,At Risk,1214.38
1339844,2018,3,2428.63,2018-01-02,2022-02-09,801,Churned,809.54
1927174,2016,2,2428.58,2016-09-10,2023-01-11,465,Churned,1214.29
92463,2022,1,2428.57,2022-05-27,2022-05-27,694,Churned,2428.57
541962,2021,2,2428.12,2021-10-07,2022-08-20,609,Churned,1214.06
1593896,2023,1,2428.12,2023-08-25,2023-08-25,239,Churned,2428.12
1484413,2017,3,2428.02,2017-09-23,2023-09-11,222,Churned,809.34
658406,2022,2,2427.79,2022-06-24,2022-08-10,619,Churned,1213.90
1875300,2019,1,2427.60,2019-06-19,2019-06-19,1767,Churned,2427.60
2027787,2018,3,2427.56,2018-01-22,2024-01-02,109,At Risk,809.19
1832021,2017,2,2427.33,2017-07-05,2021-08-12,982,Churned,1213.67
386523,2018,2,2427.23,2018-08-01,2021-02-20,1155,Churned,1213.62
1276596,2018,1,2427.08,2018-06-02,2018-06-02,2149,Churned,2427.08
1226491,2020,2,2427.06,2020-12-24,2021-12-02,870,Churned,1213.53
1028056,2023,2,2426.71,2023-07-15,2023-07-24,271,Churned,1213.36
1757756,2017,1,2426.69,2017-08-10,2017-08-10,2445,Churned,2426.69
1519820,2015,1,2426.61,2015-05-09,2015-05-09,3269,Churned,2426.61
1848444,2017,2,2426.35,2017-03-11,2024-02-20,60,Active,1213.18
842548,2018,3,2425.88,2018-09-27,2022-10-24,544,Churned,808.63
661555,2018,2,2425.68,2018-02-21,2020-09-10,1318,Churned,1212.84
261184,2023,1,2425.61,2023-10-19,2023-10-19,184,Churned,2425.61
1446109,2017,2,2425.21,2017-08-09,2023-01-20,456,Churned,1212.61
1463224,2019,2,2425.14,2019-06-22,2022-08-19,610,Churned,1212.57
1339583,2023,1,2424.93,2023-02-02,2023-02-02,443,Churned,2424.93
1130326,2015,1,2424.79,2015-12-31,2015-12-31,3033,Churned,2424.79
376858,2018,1,2424.77,2018-02-14,2018-02-14,2257,Churned,2424.77
351082,2019,2,2424.70,2019-02-04,2023-01-16,460,Churned,1212.35
449047,2017,2,2424.68,2017-03-11,2023-04-22,364,Churned,1212.34
1401009,2020,1,2424.62,2020-02-02,2020-02-02,1539,Churned,2424.62
863604,2022,1,2424.62,2022-05-25,2022-05-25,696,Churned,2424.62
1075928,2018,1,2424.59,2018-06-21,2018-06-21,2130,Churned,2424.59
1921201,2020,1,2424.39,2020-01-22,2020-01-22,1550,Churned,2424.39
519482,2022,2,2424.24,2022-06-10,2023-05-22,334,Churned,1212.12
931356,2021,2,2424.12,2021-03-26,2023-07-13,282,Churned,1212.06
158375,2018,1,2423.81,2018-02-28,2018-02-28,2243,Churned,2423.81
1976058,2019,3,2423.75,2019-07-06,2023-07-27,268,Churned,807.92
1958348,2018,2,2423.70,2018-08-28,2019-04-02,1845,Churned,1211.85
856045,2019,1,2423.47,2019-10-23,2019-10-23,1641,Churned,2423.47
561524,2018,3,2423.33,2018-02-26,2022-12-19,488,Churned,807.78
889752,2023,2,2423.19,2023-07-03,2023-10-27,176,At Risk,1211.60
1068814,2022,2,2423.03,2022-01-08,2023-09-12,221,Churned,1211.52
1786557,2022,1,2422.90,2022-08-02,2022-08-02,627,Churned,2422.90
2023185,2023,2,2422.87,2023-02-25,2023-10-12,191,Churned,1211.44
1981419,2022,1,2422.78,2022-07-30,2022-07-30,630,Churned,2422.78
632976,2018,2,2422.75,2018-02-22,2022-10-19,549,Churned,1211.38
26068,2018,1,2422.69,2018-03-29,2018-03-29,2214,Churned,2422.69
1556934,2019,2,2422.54,2019-11-16,2022-07-22,638,Churned,1211.27
146571,2017,1,2422.49,2017-12-27,2017-12-27,2306,Churned,2422.49
1286261,2019,3,2422.25,2019-08-24,2023-06-29,296,Churned,807.42
778666,2017,3,2421.60,2017-09-13,2022-06-08,682,Churned,807.20
1180977,2023,1,2421.56,2023-03-20,2023-03-20,397,Churned,2421.56
1358516,2023,2,2421.52,2023-05-06,2024-03-09,42,Active,1210.76
1221694,2022,2,2421.48,2022-07-13,2022-12-14,493,Churned,1210.74
206073,2018,1,2421.37,2018-10-04,2018-10-04,2025,Churned,2421.37
342468,2019,1,2421.13,2019-08-13,2019-08-13,1712,Churned,2421.13
277483,2018,1,2420.95,2018-10-24,2018-10-24,2005,Churned,2420.95
1694806,2021,1,2420.83,2021-11-24,2021-11-24,878,Churned,2420.83
651155,2015,4,2420.77,2015-04-11,2024-03-30,21,Active,605.19
304546,2019,2,2420.61,2019-03-20,2023-04-18,368,Churned,1210.31
198681,2023,1,2420.38,2023-03-15,2023-03-15,402,Churned,2420.38
2017138,2022,1,2420.33,2022-12-12,2022-12-12,495,Churned,2420.33
254117,2015,1,2419.63,2015-01-01,2015-01-01,3397,Churned,2419.63
1283843,2021,2,2419.56,2021-11-24,2023-02-20,425,Churned,1209.78
1766897,2023,1,2419.27,2023-06-08,2023-06-08,317,Churned,2419.27
722909,2015,1,2418.99,2015-11-27,2015-11-27,3067,Churned,2418.99
62759,2018,2,2418.81,2018-12-19,2022-03-16,766,Churned,1209.41
1796004,2018,4,2418.09,2018-03-17,2024-02-22,58,Active,604.52
474745,2020,1,2418.06,2020-07-20,2020-07-20,1370,Churned,2418.06
1072312,2015,2,2417.44,2015-04-18,2019-06-14,1772,Churned,1208.72
1703117,2018,2,2417.41,2018-09-20,2019-07-20,1736,Churned,1208.71
1622571,2021,3,2417.30,2021-03-13,2023-08-09,255,Churned,805.77
1437752,2019,1,2417.00,2019-05-25,2019-05-25,1792,Churned,2417.00
1577200,2018,3,2416.86,2018-12-13,2023-12-21,121,At Risk,805.62
270873,2019,4,2416.86,2019-06-17,2023-03-03,414,Churned,604.22
506854,2020,1,2416.60,2020-02-26,2020-02-26,1515,Churned,2416.60
1308429,2021,2,2416.27,2021-10-27,2023-02-08,437,Churned,1208.14
505932,2016,1,2416.22,2016-02-18,2016-02-18,2984,Churned,2416.22
2010804,2023,1,2416.13,2023-01-26,2023-01-26,450,Churned,2416.13
1325105,2019,2,2415.99,2019-05-21,2023-07-14,281,Churned,1208.00
1312336,2020,1,2415.60,2020-02-29,2020-02-29,1512,Churned,2415.60
1934980,2021,1,2415.34,2021-07-17,2021-07-17,1008,Churned,2415.34
1960811,2021,2,2415.13,2021-05-08,2022-01-27,814,Churned,1207.57
1406009,2023,1,2414.72,2023-08-19,2023-08-19,245,Churned,2414.72
428687,2018,2,2414.71,2018-11-05,2021-07-23,1002,Churned,1207.36
546255,2022,2,2414.64,2022-09-20,2023-01-26,450,Churned,1207.32
1375645,2018,4,2414.63,2018-03-15,2022-06-04,686,Churned,603.66
601004,2018,2,2414.60,2018-09-25,2022-08-08,621,Churned,1207.30
1609827,2017,2,2414.51,2017-06-08,2018-01-02,2300,Churned,1207.26
423791,2022,2,2414.38,2022-07-06,2022-12-03,504,Churned,1207.19
581304,2021,2,2414.36,2021-12-04,2022-12-31,476,Churned,1207.18
299842,2018,1,2414.29,2018-10-24,2018-10-24,2005,Churned,2414.29
866399,2019,2,2414.15,2019-04-24,2021-06-14,1041,Churned,1207.08
1925180,2016,3,2413.99,2016-10-12,2023-05-31,325,Churned,804.66
1294798,2022,1,2413.93,2022-10-08,2022-10-08,560,Churned,2413.93
1075485,2018,1,2413.72,2018-06-02,2018-06-02,2149,Churned,2413.72
